Sample Number,Parameter Values,Tumor Reduction,Reason For Rejection,Rejection Category
1358,"{""drug_diffusion"": 1.8061028442527047e-09, ""drug_efficacy"": 0.5555867007472073, ""drug_loading"": 0.6411195770247301, ""np_diffusion"": 7.616937379132757e-09, ""particle_size_nm"": 198.7175461984717, ""release_rate"": 0.01203969054108997, ""tumor_growth_rate"": 0.01969866126959563, ""uptake_rate"": 0.06775487061254175}",-89.8580877673,final tumor volume exceeds the initial tumor volume.,Treatment failure
1359,"{""drug_diffusion"": 9.336234061613364e-09, ""drug_efficacy"": 0.7138297201122309, ""drug_loading"": 0.9666267187633457, ""np_diffusion"": 2.931147352552567e-09, ""particle_size_nm"": 151.45949166305954, ""release_rate"": 0.13117054287952457, ""tumor_growth_rate"": 0.046327546148421835, ""uptake_rate"": 0.06694336084854488}",-31.8188727844,final tumor volume exceeds the initial tumor volume.,Treatment failure
1360,"{""drug_diffusion"": 2.128351891993402e-09, ""drug_efficacy"": 0.4629560597864847, ""drug_loading"": 0.21620993178530873, ""np_diffusion"": 8.738150153664694e-09, ""particle_size_nm"": 185.83565612227608, ""release_rate"": 0.011465039183710338, ""tumor_growth_rate"": 0.026645937950205992, ""uptake_rate"": 0.01662610344898696}",-251.448831715,final tumor volume exceeds the initial tumor volume.,Treatment failure
1362,"{""drug_diffusion"": 9.547985368697028e-09, ""drug_efficacy"": 0.3600021380699625, ""drug_loading"": 0.9737069702083319, ""np_diffusion"": 9.784485375345714e-09, ""particle_size_nm"": 88.51552255035482, ""release_rate"": 0.04429794556869395, ""tumor_growth_rate"": 0.0296705283019374, ""uptake_rate"": 0.03357615319086231}",-205.283494935,final tumor volume exceeds the initial tumor volume.,Treatment failure
1365,"{""drug_diffusion"": 3.7040764931207462e-09, ""drug_efficacy"": 0.45470549415170075, ""drug_loading"": 0.5693609454641861, ""np_diffusion"": 4.540663314881286e-09, ""particle_size_nm"": 197.9422612016482, ""release_rate"": 0.0724708455469412, ""tumor_growth_rate"": 0.037316668419887365, ""uptake_rate"": 0.06951221376638222}",-182.741255553,final tumor volume exceeds the initial tumor volume.,Treatment failure
1367,"{""drug_diffusion"": 6.310649136701239e-09, ""drug_efficacy"": 0.6772469028605491, ""drug_loading"": 0.8946389094712599, ""np_diffusion"": 1.5564812372169133e-09, ""particle_size_nm"": 176.81570689115367, ""release_rate"": 0.19400813575063314, ""tumor_growth_rate"": 0.04799782731195279, ""uptake_rate"": 0.03519347500328084}",-61.4320349078,final tumor volume exceeds the initial tumor volume.,Treatment failure
1368,"{""drug_diffusion"": 3.6602908224205442e-09, ""drug_efficacy"": 0.7804840780596967, ""drug_loading"": 0.967248355429527, ""np_diffusion"": 8.771945492817617e-09, ""particle_size_nm"": 144.20700364193362, ""release_rate"": 0.014687368200225287, ""tumor_growth_rate"": 0.02585698166407744, ""uptake_rate"": 0.06148961201410275}",-78.7426981212,final tumor volume exceeds the initial tumor volume.,Treatment failure
1370,"{""drug_diffusion"": 5.779368475144778e-09, ""drug_efficacy"": 0.31277415780383694, ""drug_loading"": 0.9658853863964343, ""np_diffusion"": 1.7338366351946078e-09, ""particle_size_nm"": 192.65310026801146, ""release_rate"": 0.10422987168193243, ""tumor_growth_rate"": 0.034669772206293185, ""uptake_rate"": 0.06568102383461248}",-282.396748042,final tumor volume exceeds the initial tumor volume.,Treatment failure
1373,"{""drug_diffusion"": 7.862564943424379e-10, ""drug_efficacy"": 0.3164827113945319, ""drug_loading"": 0.45034368240306044, ""np_diffusion"": 1.3239508109950783e-09, ""particle_size_nm"": 149.8402904192511, ""release_rate"": 0.0658452309947967, ""tumor_growth_rate"": 0.019221283852323804, ""uptake_rate"": 0.02536825409173022}",-28.997595276,final tumor volume exceeds the initial tumor volume.,Treatment failure
1374,"{""drug_diffusion"": 1.2236661828582867e-09, ""drug_efficacy"": 0.38726752197110137, ""drug_loading"": 0.9544912320278811, ""np_diffusion"": 8.180704859506805e-09, ""particle_size_nm"": 186.50987628873955, ""release_rate"": 0.04758847943250772, ""tumor_growth_rate"": 0.04909210680666996, ""uptake_rate"": 0.0978596695238852}",-753.070932269,final tumor volume exceeds the initial tumor volume.,Treatment failure
1376,"{""drug_diffusion"": 5.636777882268788e-09, ""drug_efficacy"": 0.9233115069529914, ""drug_loading"": 0.2771207989070905, ""np_diffusion"": 4.2710490701699826e-09, ""particle_size_nm"": 20.482850019338905, ""release_rate"": 0.023493547408475562, ""tumor_growth_rate"": 0.046859770093477776, ""uptake_rate"": 0.05359077501624274}",-325.214799042,final tumor volume exceeds the initial tumor volume.,Treatment failure
1377,"{""drug_diffusion"": 7.409930148167785e-09, ""drug_efficacy"": 0.9191997244287584, ""drug_loading"": 0.9455878872878436, ""np_diffusion"": 6.144278817250496e-09, ""particle_size_nm"": 178.79502652932965, ""release_rate"": 0.057424288323772506, ""tumor_growth_rate"": 0.0483332770873675, ""uptake_rate"": 0.021474258402897066}",-8.43645412474,final tumor volume exceeds the initial tumor volume.,Treatment failure
1385,"{""drug_diffusion"": 2.0347786287105253e-09, ""drug_efficacy"": 0.6959011600772509, ""drug_loading"": 0.36055488459965523, ""np_diffusion"": 5.869816518907075e-09, ""particle_size_nm"": 162.20852982694635, ""release_rate"": 0.021668203151688728, ""tumor_growth_rate"": 0.04614946625182782, ""uptake_rate"": 0.09345079521226615}",-575.854005411,final tumor volume exceeds the initial tumor volume.,Treatment failure
1386,"{""drug_diffusion"": 8.786271905015165e-09, ""drug_efficacy"": 0.6138009805426218, ""drug_loading"": 0.9489383610118738, ""np_diffusion"": 6.190752086248643e-09, ""particle_size_nm"": 145.1595015081412, ""release_rate"": 0.01493275641412513, ""tumor_growth_rate"": 0.02688010379477973, ""uptake_rate"": 0.060825878037988126}",-179.475237941,final tumor volume exceeds the initial tumor volume.,Treatment failure
1387,"{""drug_diffusion"": 9.697204063756277e-09, ""drug_efficacy"": 0.3376812942722242, ""drug_loading"": 0.8569084460287615, ""np_diffusion"": 1.0745765038775652e-09, ""particle_size_nm"": 182.37642303444923, ""release_rate"": 0.015169281361990868, ""tumor_growth_rate"": 0.022284167215120033, ""uptake_rate"": 0.018875793254375745}",-249.741775871,final tumor volume exceeds the initial tumor volume.,Treatment failure
1389,"{""drug_diffusion"": 4.191029117923147e-09, ""drug_efficacy"": 0.306528834513458, ""drug_loading"": 0.8513947922354193, ""np_diffusion"": 3.312727091306708e-10, ""particle_size_nm"": 160.04520352512378, ""release_rate"": 0.1737798932154108, ""tumor_growth_rate"": 0.03589617638395547, ""uptake_rate"": 0.03114059184309844}",-298.989886977,final tumor volume exceeds the initial tumor volume.,Treatment failure
1391,"{""drug_diffusion"": 7.2420409444048836e-09, ""drug_efficacy"": 0.40819862145797636, ""drug_loading"": 0.980389878921877, ""np_diffusion"": 5.75821720202787e-09, ""particle_size_nm"": 85.77989858770253, ""release_rate"": 0.1254818659444284, ""tumor_growth_rate"": 0.048202494943499194, ""uptake_rate"": 0.055548705158984954}",-455.610091318,final tumor volume exceeds the initial tumor volume.,Treatment failure
1392,"{""drug_diffusion"": 8.529191165220559e-09, ""drug_efficacy"": 0.4997648512235879, ""drug_loading"": 0.5125133749181381, ""np_diffusion"": 4.981448584467483e-09, ""particle_size_nm"": 89.01941533168798, ""release_rate"": 0.19455055053272588, ""tumor_growth_rate"": 0.044477396163884485, ""uptake_rate"": 0.04736187370511934}",-185.313428646,final tumor volume exceeds the initial tumor volume.,Treatment failure
1394,"{""drug_diffusion"": 7.0787312572024944e-09, ""drug_efficacy"": 0.579772677657243, ""drug_loading"": 0.988779972023776, ""np_diffusion"": 2.2455223347181933e-10, ""particle_size_nm"": 68.11445320413631, ""release_rate"": 0.19749641910968618, ""tumor_growth_rate"": 0.0431339170032672, ""uptake_rate"": 0.04194451227722468}",-81.8567174333,final tumor volume exceeds the initial tumor volume.,Treatment failure
1397,"{""drug_diffusion"": 8.457154662253526e-09, ""drug_efficacy"": 0.41383808600491634, ""drug_loading"": 0.6916375313177041, ""np_diffusion"": 9.774501731081366e-09, ""particle_size_nm"": 103.84230163167338, ""release_rate"": 0.19688693981012037, ""tumor_growth_rate"": 0.04334146197886807, ""uptake_rate"": 0.026622137048184294}",-272.923886832,final tumor volume exceeds the initial tumor volume.,Treatment failure
1398,"{""drug_diffusion"": 3.0301825416757584e-09, ""drug_efficacy"": 0.8605852939757415, ""drug_loading"": 0.22874017731212087, ""np_diffusion"": 9.841342184728888e-09, ""particle_size_nm"": 80.11620431190644, ""release_rate"": 0.040425680944205934, ""tumor_growth_rate"": 0.03735560907136412, ""uptake_rate"": 0.06001106308046204}",-8.14449482703,final tumor volume exceeds the initial tumor volume.,Treatment failure
1399,"{""drug_diffusion"": 7.192390244130778e-09, ""drug_efficacy"": 0.4257099423418168, ""drug_loading"": 0.4223784386421163, ""np_diffusion"": 7.480212036519723e-09, ""particle_size_nm"": 108.77308324388247, ""release_rate"": 0.025604349456344776, ""tumor_growth_rate"": 0.049186073169054566, ""uptake_rate"": 0.0999841621178611}",-955.969307011,final tumor volume exceeds the initial tumor volume.,Treatment failure
1400,"{""drug_diffusion"": 9.168935414808353e-09, ""drug_efficacy"": 0.9943810267717486, ""drug_loading"": 0.7536535892041973, ""np_diffusion"": 4.174711393710455e-09, ""particle_size_nm"": 80.76765240651179, ""release_rate"": 0.020512950558115053, ""tumor_growth_rate"": 0.029603974285384776, ""uptake_rate"": 0.017272248162833292}",-5.77450635667,final tumor volume exceeds the initial tumor volume.,Treatment failure
1401,"{""drug_diffusion"": 1.1881304585761623e-09, ""drug_efficacy"": 0.3719731665607495, ""drug_loading"": 0.9287201716872306, ""np_diffusion"": 6.759822332850258e-09, ""particle_size_nm"": 115.93234488711462, ""release_rate"": 0.1843423490105727, ""tumor_growth_rate"": 0.027743226317002365, ""uptake_rate"": 0.04822048505757986}",-50.9143639728,final tumor volume exceeds the initial tumor volume.,Treatment failure
1402,"{""drug_diffusion"": 2.157535491996013e-09, ""drug_efficacy"": 0.5501738891267507, ""drug_loading"": 0.25403275990902524, ""np_diffusion"": 1.484614555804208e-10, ""particle_size_nm"": 122.42839476353365, ""release_rate"": 0.19419080324412594, ""tumor_growth_rate"": 0.034284141471685105, ""uptake_rate"": 0.03583111256716668}",-4.68816118451,final tumor volume exceeds the initial tumor volume.,Treatment failure
1404,"{""drug_diffusion"": 7.137071641513432e-09, ""drug_efficacy"": 0.6409233374581259, ""drug_loading"": 0.39071999136238833, ""np_diffusion"": 9.045128926485907e-09, ""particle_size_nm"": 152.17053353221132, ""release_rate"": 0.02524202921609437, ""tumor_growth_rate"": 0.047569462970683464, ""uptake_rate"": 0.016149952796170243}",-505.380219486,final tumor volume exceeds the initial tumor volume.,Treatment failure
1405,"{""drug_diffusion"": 8.123463516739669e-09, ""drug_efficacy"": 0.31917586879013965, ""drug_loading"": 0.2813442743502249, ""np_diffusion"": 8.753478606365601e-09, ""particle_size_nm"": 86.96053483554121, ""release_rate"": 0.024713910839456996, ""tumor_growth_rate"": 0.022197585874877288, ""uptake_rate"": 0.08719663861493467}",-194.062520517,final tumor volume exceeds the initial tumor volume.,Treatment failure
1410,"{""drug_diffusion"": 9.633108104678837e-09, ""drug_efficacy"": 0.655609758191714, ""drug_loading"": 0.9966396590406299, ""np_diffusion"": 1.4768069994547116e-09, ""particle_size_nm"": 25.27218206789253, ""release_rate"": 0.1007912857969036, ""tumor_growth_rate"": 0.046408665912237294, ""uptake_rate"": 0.038428639407274985}",-93.6009993556,final tumor volume exceeds the initial tumor volume.,Treatment failure
1411,"{""drug_diffusion"": 8.250757495721561e-09, ""drug_efficacy"": 0.40335376844722587, ""drug_loading"": 0.5603548307756074, ""np_diffusion"": 2.1199382187636693e-09, ""particle_size_nm"": 174.46561124836307, ""release_rate"": 0.08911919016577625, ""tumor_growth_rate"": 0.043415868362502594, ""uptake_rate"": 0.01879890506929765}",-371.76300193,final tumor volume exceeds the initial tumor volume.,Treatment failure
1413,"{""drug_diffusion"": 2.1115157357096993e-09, ""drug_efficacy"": 0.4853293566361773, ""drug_loading"": 0.40007933006315344, ""np_diffusion"": 1.6547496523702312e-09, ""particle_size_nm"": 46.27932748686467, ""release_rate"": 0.13172073306371113, ""tumor_growth_rate"": 0.04553798302663402, ""uptake_rate"": 0.08423223239151963}",-254.32700107,final tumor volume exceeds the initial tumor volume.,Treatment failure
1414,"{""drug_diffusion"": 1.2122031445813708e-09, ""drug_efficacy"": 0.3190982680745369, ""drug_loading"": 0.8213581479820147, ""np_diffusion"": 4.549499075725803e-09, ""particle_size_nm"": 20.55492422903486, ""release_rate"": 0.11871477206034745, ""tumor_growth_rate"": 0.047371349366721445, ""uptake_rate"": 0.04587642229761259}",-637.245160037,final tumor volume exceeds the initial tumor volume.,Treatment failure
1417,"{""drug_diffusion"": 7.587555815739631e-09, ""drug_efficacy"": 0.7177870333715132, ""drug_loading"": 0.2803729840046435, ""np_diffusion"": 1.2847793905983518e-10, ""particle_size_nm"": 102.36898131985926, ""release_rate"": 0.11487384888778228, ""tumor_growth_rate"": 0.04761631718372253, ""uptake_rate"": 0.0929973930400219}",-52.5700265768,final tumor volume exceeds the initial tumor volume.,Treatment failure
1422,"{""drug_diffusion"": 2.2985659215296826e-09, ""drug_efficacy"": 0.31446211612540154, ""drug_loading"": 0.6801897060835698, ""np_diffusion"": 5.007603549937457e-09, ""particle_size_nm"": 29.43654648417477, ""release_rate"": 0.19895657064675779, ""tumor_growth_rate"": 0.027766503181392135, ""uptake_rate"": 0.08568519280331273}",-106.099209763,final tumor volume exceeds the initial tumor volume.,Treatment failure
1427,"{""drug_diffusion"": 4.460265481896983e-09, ""drug_efficacy"": 0.6241225130265649, ""drug_loading"": 0.8444684941270046, ""np_diffusion"": 5.334485923912304e-09, ""particle_size_nm"": 195.4218089385585, ""release_rate"": 0.09230975038939662, ""tumor_growth_rate"": 0.045051560027235094, ""uptake_rate"": 0.03338502204374467}",-102.615270577,final tumor volume exceeds the initial tumor volume.,Treatment failure
1428,"{""drug_diffusion"": 9.726550655088433e-09, ""drug_efficacy"": 0.6035420509118632, ""drug_loading"": 0.4826272661141579, ""np_diffusion"": 2.150934566707093e-09, ""particle_size_nm"": 153.00558775955014, ""release_rate"": 0.17581744679263414, ""tumor_growth_rate"": 0.037099556151501865, ""uptake_rate"": 0.09049342114416219}",-1.46524609512,final tumor volume exceeds the initial tumor volume.,Treatment failure
1432,"{""drug_diffusion"": 8.465705990997233e-09, ""drug_efficacy"": 0.8105165608575065, ""drug_loading"": 0.7198110115336467, ""np_diffusion"": 4.254960307801072e-09, ""particle_size_nm"": 71.27790655887264, ""release_rate"": 0.01015187120958971, ""tumor_growth_rate"": 0.0170886431149153, ""uptake_rate"": 0.06105994968490751}",-3.73291128207,final tumor volume exceeds the initial tumor volume.,Treatment failure
1436,"{""drug_diffusion"": 7.875220783202124e-09, ""drug_efficacy"": 0.5347933019943755, ""drug_loading"": 0.31533858025006833, ""np_diffusion"": 4.689373521250823e-09, ""particle_size_nm"": 97.34303194995172, ""release_rate"": 0.011661081573651817, ""tumor_growth_rate"": 0.049115331316954815, ""uptake_rate"": 0.05115832504043146}",-1023.93034379,final tumor volume exceeds the initial tumor volume.,Treatment failure
1439,"{""drug_diffusion"": 6.528916040364883e-09, ""drug_efficacy"": 0.32471340866599646, ""drug_loading"": 0.24752878249405394, ""np_diffusion"": 9.88984718046305e-09, ""particle_size_nm"": 48.714845291597754, ""release_rate"": 0.016711733378756394, ""tumor_growth_rate"": 0.018078590494556915, ""uptake_rate"": 0.024089421760899413}",-120.494595404,final tumor volume exceeds the initial tumor volume.,Treatment failure
1442,"{""drug_diffusion"": 2.4711896048379543e-09, ""drug_efficacy"": 0.633323730619475, ""drug_loading"": 0.5515607237698212, ""np_diffusion"": 8.684923838871823e-09, ""particle_size_nm"": 29.992928953845116, ""release_rate"": 0.01628856848233365, ""tumor_growth_rate"": 0.027492253565659736, ""uptake_rate"": 0.06654478022935843}",-163.913287623,final tumor volume exceeds the initial tumor volume.,Treatment failure
1443,"{""drug_diffusion"": 9.642951871697132e-09, ""drug_efficacy"": 0.34134587215696305, ""drug_loading"": 0.8552262043017413, ""np_diffusion"": 6.72094842159019e-09, ""particle_size_nm"": 52.64174898502775, ""release_rate"": 0.01739766593714552, ""tumor_growth_rate"": 0.044738567402842544, ""uptake_rate"": 0.03318691441836442}",-1008.63987383,final tumor volume exceeds the initial tumor volume.,Treatment failure
1447,"{""drug_diffusion"": 1.658356686092794e-09, ""drug_efficacy"": 0.35098524753874344, ""drug_loading"": 0.472399556279136, ""np_diffusion"": 1.2536601518932978e-09, ""particle_size_nm"": 129.88481947916418, ""release_rate"": 0.09025852187628502, ""tumor_growth_rate"": 0.02677330121063292, ""uptake_rate"": 0.08739045156909422}",-83.7111176625,final tumor volume exceeds the initial tumor volume.,Treatment failure
1452,"{""drug_diffusion"": 5.453488301790405e-09, ""drug_efficacy"": 0.31635567209555854, ""drug_loading"": 0.8874618629979807, ""np_diffusion"": 3.345765563005386e-09, ""particle_size_nm"": 42.389701859986204, ""release_rate"": 0.15755256940564008, ""tumor_growth_rate"": 0.027603663749963217, ""uptake_rate"": 0.016525962339647163}",-103.261427693,final tumor volume exceeds the initial tumor volume.,Treatment failure
1453,"{""drug_diffusion"": 9.559246697829834e-09, ""drug_efficacy"": 0.9867634144892792, ""drug_loading"": 0.6704038627216977, ""np_diffusion"": 3.7559495429709876e-09, ""particle_size_nm"": 195.1981556366389, ""release_rate"": 0.030753590364899247, ""tumor_growth_rate"": 0.0461884565483134, ""uptake_rate"": 0.018122919260712307}",-128.22768441,final tumor volume exceeds the initial tumor volume.,Treatment failure
1455,"{""drug_diffusion"": 3.6968127739247233e-09, ""drug_efficacy"": 0.4077540921256945, ""drug_loading"": 0.2808822897316409, ""np_diffusion"": 5.338200709305833e-10, ""particle_size_nm"": 113.2054855804065, ""release_rate"": 0.059639355735953255, ""tumor_growth_rate"": 0.04655323542920741, ""uptake_rate"": 0.012960649505456329}",-555.817193248,final tumor volume exceeds the initial tumor volume.,Treatment failure
1458,"{""drug_diffusion"": 4.196949641441268e-10, ""drug_efficacy"": 0.6146885607531278, ""drug_loading"": 0.9266823369965904, ""np_diffusion"": 9.569600194022006e-09, ""particle_size_nm"": 161.49880777387858, ""release_rate"": 0.11603581475315884, ""tumor_growth_rate"": 0.037956786984120035, ""uptake_rate"": 0.06252758807692588}",-10.4870061721,final tumor volume exceeds the initial tumor volume.,Treatment failure
1459,"{""drug_diffusion"": 7.909101151870626e-09, ""drug_efficacy"": 0.41473952062170216, ""drug_loading"": 0.7591129685732942, ""np_diffusion"": 4.457090138161739e-09, ""particle_size_nm"": 63.900638310910345, ""release_rate"": 0.09415806761912811, ""tumor_growth_rate"": 0.04521666181025666, ""uptake_rate"": 0.09502279048328544}",-396.250115545,final tumor volume exceeds the initial tumor volume.,Treatment failure
1460,"{""drug_diffusion"": 9.856478744017132e-09, ""drug_efficacy"": 0.8170959149049375, ""drug_loading"": 0.7404264622580559, ""np_diffusion"": 1.0379911026062645e-09, ""particle_size_nm"": 171.79738227142198, ""release_rate"": 0.030837162754087592, ""tumor_growth_rate"": 0.03555083255614177, ""uptake_rate"": 0.09773712408752497}",-101.784425305,final tumor volume exceeds the initial tumor volume.,Treatment failure
1462,"{""drug_diffusion"": 1.3505017910729695e-10, ""drug_efficacy"": 0.8713204841692126, ""drug_loading"": 0.9779082197807449, ""np_diffusion"": 2.91602366051207e-09, ""particle_size_nm"": 185.70138236768062, ""release_rate"": 0.06339540574236119, ""tumor_growth_rate"": 0.04791167973584647, ""uptake_rate"": 0.09047959384638736}",-26.928712151,final tumor volume exceeds the initial tumor volume.,Treatment failure
1463,"{""drug_diffusion"": 2.5968964405299422e-09, ""drug_efficacy"": 0.7047785823304235, ""drug_loading"": 0.33380490540317465, ""np_diffusion"": 9.955811186799547e-09, ""particle_size_nm"": 161.6874733998281, ""release_rate"": 0.08872467356328938, ""tumor_growth_rate"": 0.043792361510677544, ""uptake_rate"": 0.05629712982290917}",-28.7723416292,final tumor volume exceeds the initial tumor volume.,Treatment failure
1464,"{""drug_diffusion"": 8.839201953625264e-09, ""drug_efficacy"": 0.6216788804412884, ""drug_loading"": 0.5003429710394885, ""np_diffusion"": 8.921474705242883e-09, ""particle_size_nm"": 96.68872449732456, ""release_rate"": 0.0745453373931408, ""tumor_growth_rate"": 0.03551317672992271, ""uptake_rate"": 0.062019516360476326}",-11.7746736114,final tumor volume exceeds the initial tumor volume.,Treatment failure
1468,"{""drug_diffusion"": 4.62596671659863e-09, ""drug_efficacy"": 0.3594588624679066, ""drug_loading"": 0.21935357889045973, ""np_diffusion"": 3.2403202790341672e-09, ""particle_size_nm"": 54.197565451672205, ""release_rate"": 0.05331717243604161, ""tumor_growth_rate"": 0.04857096446935008, ""uptake_rate"": 0.051533479558703015}",-752.320661652,final tumor volume exceeds the initial tumor volume.,Treatment failure
1469,"{""drug_diffusion"": 3.389192497993152e-09, ""drug_efficacy"": 0.47359115435891697, ""drug_loading"": 0.9787009287884538, ""np_diffusion"": 9.103793091097437e-09, ""particle_size_nm"": 119.74483425737345, ""release_rate"": 0.0636896676266481, ""tumor_growth_rate"": 0.035984373437085784, ""uptake_rate"": 0.07887976119222036}",-153.775906851,final tumor volume exceeds the initial tumor volume.,Treatment failure
1471,"{""drug_diffusion"": 7.612306896897303e-09, ""drug_efficacy"": 0.39329696246142376, ""drug_loading"": 0.9722149954040493, ""np_diffusion"": 7.0993331575534145e-09, ""particle_size_nm"": 177.30947495063242, ""release_rate"": 0.017627541047637845, ""tumor_growth_rate"": 0.04414756003683178, ""uptake_rate"": 0.09574442408254889}",-945.17960157,final tumor volume exceeds the initial tumor volume.,Treatment failure
1474,"{""drug_diffusion"": 9.594106479079051e-09, ""drug_efficacy"": 0.6622391428372786, ""drug_loading"": 0.6881136679242221, ""np_diffusion"": 1.8542903398806888e-09, ""particle_size_nm"": 108.07931993078897, ""release_rate"": 0.07502674975319291, ""tumor_growth_rate"": 0.04959847276820094, ""uptake_rate"": 0.07647802683637282}",-180.691765253,final tumor volume exceeds the initial tumor volume.,Treatment failure
1475,"{""drug_diffusion"": 8.72782373315901e-09, ""drug_efficacy"": 0.6382761487796724, ""drug_loading"": 0.46212704812730554, ""np_diffusion"": 9.700076979539804e-09, ""particle_size_nm"": 44.72874171559819, ""release_rate"": 0.15939472844911826, ""tumor_growth_rate"": 0.04992642253676657, ""uptake_rate"": 0.025227045692020167}",-111.370492537,final tumor volume exceeds the initial tumor volume.,Treatment failure
1476,"{""drug_diffusion"": 8.243946381637047e-09, ""drug_efficacy"": 0.30868746213560083, ""drug_loading"": 0.24271605383065353, ""np_diffusion"": 1.1941182411287775e-09, ""particle_size_nm"": 176.12828419900669, ""release_rate"": 0.16072738857969265, ""tumor_growth_rate"": 0.03334361267437192, ""uptake_rate"": 0.04927548506350643}",-233.08365499,final tumor volume exceeds the initial tumor volume.,Treatment failure
1477,"{""drug_diffusion"": 2.3643822350874568e-09, ""drug_efficacy"": 0.4149509749066259, ""drug_loading"": 0.7431785276195666, ""np_diffusion"": 5.789519555912331e-09, ""particle_size_nm"": 160.45910840650728, ""release_rate"": 0.14125681885148386, ""tumor_growth_rate"": 0.04938508684645801, ""uptake_rate"": 0.05853818152757962}",-465.632584783,final tumor volume exceeds the initial tumor volume.,Treatment failure
1478,"{""drug_diffusion"": 9.523042111882192e-09, ""drug_efficacy"": 0.6979123917718564, ""drug_loading"": 0.21682688544014023, ""np_diffusion"": 8.566812314078367e-09, ""particle_size_nm"": 84.14451799443084, ""release_rate"": 0.09842869757037537, ""tumor_growth_rate"": 0.047551506907889236, ""uptake_rate"": 0.03230564813780818}",-63.0164714495,final tumor volume exceeds the initial tumor volume.,Treatment failure
1481,"{""drug_diffusion"": 3.3028706677967177e-09, ""drug_efficacy"": 0.3606323335591012, ""drug_loading"": 0.9569709319237205, ""np_diffusion"": 9.207707990318003e-09, ""particle_size_nm"": 48.425618612693256, ""release_rate"": 0.015818473218078853, ""tumor_growth_rate"": 0.029644786196223967, ""uptake_rate"": 0.09506972798635434}",-443.683234144,final tumor volume exceeds the initial tumor volume.,Treatment failure
1483,"{""drug_diffusion"": 7.2235031887477235e-09, ""drug_efficacy"": 0.7464977811941638, ""drug_loading"": 0.28675484287903763, ""np_diffusion"": 5.722133235261861e-10, ""particle_size_nm"": 163.01461743423857, ""release_rate"": 0.07277299467728264, ""tumor_growth_rate"": 0.04701481039924074, ""uptake_rate"": 0.010934310128543404}",-70.056381013,final tumor volume exceeds the initial tumor volume.,Treatment failure
1487,"{""drug_diffusion"": 3.662610759567494e-09, ""drug_efficacy"": 0.417463658770283, ""drug_loading"": 0.23518163438216233, ""np_diffusion"": 8.285692912514943e-09, ""particle_size_nm"": 187.06208101937, ""release_rate"": 0.0900885734386977, ""tumor_growth_rate"": 0.04261517055622491, ""uptake_rate"": 0.08691297154666415}",-323.527754514,final tumor volume exceeds the initial tumor volume.,Treatment failure
1489,"{""drug_diffusion"": 4.565266363733974e-09, ""drug_efficacy"": 0.7460862078820001, ""drug_loading"": 0.9476279682297191, ""np_diffusion"": 6.054852068556484e-10, ""particle_size_nm"": 29.00222613344666, ""release_rate"": 0.014425973917554884, ""tumor_growth_rate"": 0.017145727934411374, ""uptake_rate"": 0.08591961850751552}",-12.0164112349,final tumor volume exceeds the initial tumor volume.,Treatment failure
1491,"{""drug_diffusion"": 4.3492021576376585e-09, ""drug_efficacy"": 0.5711895821731876, ""drug_loading"": 0.6205095701900174, ""np_diffusion"": 3.2282167619826894e-09, ""particle_size_nm"": 147.7445846763441, ""release_rate"": 0.027975269859476452, ""tumor_growth_rate"": 0.024450290070465383, ""uptake_rate"": 0.025261106736611944}",-61.3323098476,final tumor volume exceeds the initial tumor volume.,Treatment failure
1495,"{""drug_diffusion"": 9.68020228060747e-09, ""drug_efficacy"": 0.7959884281391127, ""drug_loading"": 0.2991194417358372, ""np_diffusion"": 7.92085725933108e-09, ""particle_size_nm"": 132.86391864246903, ""release_rate"": 0.020801005406333548, ""tumor_growth_rate"": 0.04308886276084159, ""uptake_rate"": 0.06132569107968411}",-368.696439901,final tumor volume exceeds the initial tumor volume.,Treatment failure
1500,"{""drug_diffusion"": 4.134563329596885e-09, ""drug_efficacy"": 0.7610662064698992, ""drug_loading"": 0.7253886402194281, ""np_diffusion"": 7.965248287108771e-09, ""particle_size_nm"": 199.43302288634834, ""release_rate"": 0.13615654694313697, ""tumor_growth_rate"": 0.04691081716501328, ""uptake_rate"": 0.09501539182059471}",-6.48346257604,final tumor volume exceeds the initial tumor volume.,Treatment failure
1502,"{""drug_diffusion"": 9.072665185089727e-09, ""drug_efficacy"": 0.33879637876662805, ""drug_loading"": 0.8339576315359924, ""np_diffusion"": 1.0601021193411023e-09, ""particle_size_nm"": 121.88229574305122, ""release_rate"": 0.13965250050053937, ""tumor_growth_rate"": 0.027725145125336248, ""uptake_rate"": 0.05515066794327924}",-90.5632441165,final tumor volume exceeds the initial tumor volume.,Treatment failure
1504,"{""drug_diffusion"": 2.4092328015526515e-09, ""drug_efficacy"": 0.30924670159861123, ""drug_loading"": 0.4054061260667396, ""np_diffusion"": 4.338570231603091e-09, ""particle_size_nm"": 84.52970999630172, ""release_rate"": 0.024925416594551667, ""tumor_growth_rate"": 0.01661176475791107, ""uptake_rate"": 0.08268283783293941}",-94.0398846446,final tumor volume exceeds the initial tumor volume.,Treatment failure
